https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume USD
1648195200000,2022-03-25 08:00:00,UST/USD,1.001,1.002,1.0,1.001,18307.416703,18325.724119702998
1648191600000,2022-03-25 07:00:00,UST/USD,1.001,1.002,1.0,1.001,3141.978705,3145.1206837049995
1648188000000,2022-03-25 06:00:00,UST/USD,1.001,1.001,1.0,1.001,5004.770974,5009.775744973999
1648184400000,2022-03-25 05:00:00,UST/USD,1.0,1.002,1.0,1.001,64374.127449,64438.501576448994
1648180800000,2022-03-25 04:00:00,UST/USD,1.001,1.002,1.0,1.0,19500.873059,19500.873059
1648177200000,2022-03-25 03:00:00,UST/USD,1.001,1.002,1.001,1.001,202157.879358,202360.037237358
1648173600000,2022-03-25 02:00:00,UST/USD,1.001,1.003,1.0,1.001,152031.691562,152183.72325356197
1648170000000,2022-03-25 01:00:00,UST/USD,1.001,1.001,1.0,1.001,7172.838071,7180.010909070999
1648166400000,2022-03-25 00:00:00,UST/USD,1.002,1.002,1.0,1.001,33482.764343,33516.247107343
1648162800000,2022-03-24 23:00:00,UST/USD,1.001,1.002,1.001,1.002,5251.45648,5261.95939296
1648159200000,2022-03-24 22:00:00,UST/USD,1.002,1.003,1.001,1.001,61504.061843,61565.565904842995
1648155600000,2022-03-24 21:00:00,UST/USD,1.001,1.003,1.001,1.002,28987.351394,29045.326096788
1648152000000,2022-03-24 20:00:00,UST/USD,1.002,1.002,1.001,1.001,53596.899549,53650.496448549
1648148400000,2022-03-24 19:00:00,UST/USD,1.001,1.003,1.001,1.002,15016.377062,15046.409816124
1648144800000,2022-03-24 18:00:00,UST/USD,1.003,1.003,1.001,1.001,82892.254096,82975.146350096
1648141200000,2022-03-24 17:00:00,UST/USD,1.003,1.004,1.001,1.003,36279.945423,36388.785259268996
1648137600000,2022-03-24 16:00:00,UST/USD,1.003,1.004,1.001,1.003,104708.491356,105022.61683006799
1648134000000,2022-03-24 15:00:00,UST/USD,1.004,1.004,1.001,1.003,26056.681477,26134.851521430995
1648130400000,2022-03-24 14:00:00,UST/USD,1.002,1.004,1.002,1.004,53254.675738,53467.694440952
1648126800000,2022-03-24 13:00:00,UST/USD,1.002,1.003,1.001,1.002,27665.432182,27720.763046364
1648123200000,2022-03-24 12:00:00,UST/USD,1.003,1.004,1.002,1.002,3430.568121,3437.429257242
1648119600000,2022-03-24 11:00:00,UST/USD,1.003,1.004,1.003,1.003,1536.036273,1540.6443818189998
1648116000000,2022-03-24 10:00:00,UST/USD,1.003,1.004,1.002,1.003,10140.235865,10170.656572594999
1648112400000,2022-03-24 09:00:00,UST/USD,1.004,1.004,1.002,1.003,2253.481042,2260.2414851259996
1648108800000,2022-03-24 08:00:00,UST/USD,1.004,1.004,1.004,1.004,48.010131,48.202171524
1648105200000,2022-03-24 07:00:00,UST/USD,1.004,1.004,1.0,1.004,143663.865832,144238.521295328
1648101600000,2022-03-24 06:00:00,UST/USD,1.004,1.004,1.003,1.004,11375.084783,11420.585122132
1648098000000,2022-03-24 05:00:00,UST/USD,1.003,1.004,1.003,1.004,2628.564932,2639.0791917280003
1648094400000,2022-03-24 04:00:00,UST/USD,1.004,1.004,1.003,1.003,6140.623151,6159.045020452999
1648090800000,2022-03-24 03:00:00,UST/USD,1.004,1.004,1.003,1.004,6541.309668,6567.474906672
1648087200000,2022-03-24 02:00:00,UST/USD,1.003,1.004,1.003,1.004,67281.28117,67550.40629468
1648083600000,2022-03-24 01:00:00,UST/USD,1.004,1.004,1.003,1.003,2356.055213,2363.123378639
1648080000000,2022-03-24 00:00:00,UST/USD,1.003,1.004,1.003,1.004,49398.493281,49596.087254124
1648076400000,2022-03-23 23:00:00,UST/USD,1.003,1.004,1.003,1.003,3211.322642,3220.9566099259996
1648072800000,2022-03-23 22:00:00,UST/USD,1.004,1.004,1.003,1.003,970.473874,973.385295622
1648069200000,2022-03-23 21:00:00,UST/USD,1.003,1.004,1.003,1.004,38688.552314,38843.306523256004
1648065600000,2022-03-23 20:00:00,UST/USD,1.004,1.004,1.003,1.003,76377.96278,76607.09666833999
1648062000000,2022-03-23 19:00:00,UST/USD,1.004,1.004,1.003,1.004,17242.553263,17311.523476052003
1648058400000,2022-03-23 18:00:00,UST/USD,1.004,1.004,1.003,1.004,158514.535133,159148.593273532
1648054800000,2022-03-23 17:00:00,UST/USD,1.004,1.005,1.003,1.004,29111.913506,29228.361160024
1648051200000,2022-03-23 16:00:00,UST/USD,1.004,1.005,1.003,1.004,3395.143472,3408.724045888
1648047600000,2022-03-23 15:00:00,UST/USD,1.004,1.005,1.003,1.004,32889.501563,33021.059569252
1648044000000,2022-03-23 14:00:00,UST/USD,1.004,1.005,1.003,1.004,28207.48551,28320.31545204
1648040400000,2022-03-23 13:00:00,UST/USD,1.003,1.005,1.003,1.004,20496.724028,20578.710924112
1648036800000,2022-03-23 12:00:00,UST/USD,1.004,1.004,1.003,1.003,2718.995573,2727.152559719
1648033200000,2022-03-23 11:00:00,UST/USD,1.003,1.005,1.003,1.004,15858.965541,15922.401403164
1648029600000,2022-03-23 10:00:00,UST/USD,1.003,1.004,1.003,1.003,2017.944993,2023.9988279789998
1648026000000,2022-03-23 09:00:00,UST/USD,1.003,1.005,1.003,1.003,25570.70728,25647.419401839998
1648022400000,2022-03-23 08:00:00,UST/USD,1.004,1.005,1.003,1.003,7557.043283,7579.714412848999
1648018800000,2022-03-23 07:00:00,UST/USD,1.003,1.004,1.003,1.004,294.774839,295.953938356
1648015200000,2022-03-23 06:00:00,UST/USD,1.004,1.005,1.003,1.003,6239.520263,6258.238823789
1648011600000,2022-03-23 05:00:00,UST/USD,1.003,1.004,1.003,1.004,2534.931381,2545.071106524
1648008000000,2022-03-23 04:00:00,UST/USD,1.004,1.005,1.003,1.003,12984.618602,13023.572457806
1648004400000,2022-03-23 03:00:00,UST/USD,1.003,1.005,1.003,1.004,10122.986276,10163.478221104
1648000800000,2022-03-23 02:00:00,UST/USD,1.004,1.005,1.003,1.003,8207.476158,8232.098586473998
1647997200000,2022-03-23 01:00:00,UST/USD,1.004,1.013,1.003,1.004,513086.574339,515138.920636356
1647993600000,2022-03-23 00:00:00,UST/USD,1.004,1.005,1.003,1.004,33509.173684,33643.210378736
1647990000000,2022-03-22 23:00:00,UST/USD,1.003,1.004,1.003,1.004,8681.149319,8715.873916276
1647986400000,2022-03-22 22:00:00,UST/USD,1.003,1.004,1.003,1.003,6396.634365,6415.824268094999
1647982800000,2022-03-22 21:00:00,UST/USD,1.003,1.004,1.003,1.003,21729.148055,21794.335499164998
1647979200000,2022-03-22 20:00:00,UST/USD,1.004,1.004,1.003,1.003,4198.9155,4211.5122464999995
1647975600000,2022-03-22 19:00:00,UST/USD,1.004,1.004,1.003,1.004,18474.100175,18547.9965757
1647972000000,2022-03-22 18:00:00,UST/USD,1.004,1.004,1.003,1.004,1615.723081,1622.185973324
1647968400000,2022-03-22 17:00:00,UST/USD,1.003,1.004,1.003,1.004,17835.054268,17906.394485072
1647964800000,2022-03-22 16:00:00,UST/USD,1.004,1.005,1.003,1.003,62860.826422,63049.40890126599
1647961200000,2022-03-22 15:00:00,UST/USD,1.004,1.004,1.003,1.004,7121.462195,7149.94804378
1647957600000,2022-03-22 14:00:00,UST/USD,1.003,1.004,1.001,1.004,104701.522195,105120.32828377999
1647954000000,2022-03-22 13:00:00,UST/USD,1.004,1.004,1.001,1.003,352831.083894,353889.57714568195
1647950400000,2022-03-22 12:00:00,UST/USD,1.003,1.004,1.003,1.004,6021.712705,6045.79955582
1647946800000,2022-03-22 11:00:00,UST/USD,1.003,1.004,1.003,1.003,10387.315705,10418.477652115
1647943200000,2022-03-22 10:00:00,UST/USD,1.003,1.004,1.003,1.003,239.413367,240.13160710099996
1647939600000,2022-03-22 09:00:00,UST/USD,1.003,1.005,1.003,1.003,20508.264368,20569.789161104
1647936000000,2022-03-22 08:00:00,UST/USD,1.003,1.005,1.003,1.003,2647.58328,2655.5260298399994
1647932400000,2022-03-22 07:00:00,UST/USD,1.004,1.004,1.003,1.003,173.06638,173.58557914
1647928800000,2022-03-22 06:00:00,UST/USD,1.003,1.005,1.003,1.004,60391.327673,60632.892983692
1647925200000,2022-03-22 05:00:00,UST/USD,1.003,1.004,1.003,1.003,45054.832814,45189.997312442
1647921600000,2022-03-22 04:00:00,UST/USD,1.003,1.004,1.003,1.003,117619.31059,117972.16852176999
1647918000000,2022-03-22 03:00:00,UST/USD,1.003,1.005,1.003,1.003,7321.035003,7342.998108008999
1647914400000,2022-03-22 02:00:00,UST/USD,1.004,1.004,1.003,1.003,3662.618898,3673.606754694
1647910800000,2022-03-22 01:00:00,UST/USD,1.003,1.004,1.003,1.004,1010.604212,1014.646628848
1647907200000,2022-03-22 00:00:00,UST/USD,1.004,1.005,1.003,1.003,4597.821128,4611.614591383999
1647903600000,2022-03-21 23:00:00,UST/USD,1.003,1.004,1.003,1.004,30720.364794,30843.246253176
1647900000000,2022-03-21 22:00:00,UST/USD,1.004,1.005,1.003,1.003,15097.851362,15143.144916085997
1647896400000,2022-03-21 21:00:00,UST/USD,1.004,1.004,1.003,1.004,13800.077148,13855.277456592
1647892800000,2022-03-21 20:00:00,UST/USD,1.004,1.005,1.003,1.004,5469.056093,5490.932317372
1647889200000,2022-03-21 19:00:00,UST/USD,1.004,1.005,1.003,1.004,4548.234023,4566.426959092
1647885600000,2022-03-21 18:00:00,UST/USD,1.004,1.006,1.003,1.004,32481.022009,32610.946097036
1647882000000,2022-03-21 17:00:00,UST/USD,1.004,1.006,1.003,1.004,35031.269653,35171.394731612
1647878400000,2022-03-21 16:00:00,UST/USD,1.004,1.005,1.003,1.004,36816.440836,36963.706599344005
1647874800000,2022-03-21 15:00:00,UST/USD,1.004,1.005,1.004,1.004,10024.604638,10064.703056552
1647871200000,2022-03-21 14:00:00,UST/USD,1.004,1.004,1.003,1.004,3674.978708,3689.678622832
1647867600000,2022-03-21 13:00:00,UST/USD,1.004,1.005,1.003,1.004,3909.158315,3924.79494826
1647864000000,2022-03-21 12:00:00,UST/USD,1.004,1.004,1.003,1.004,153.438089,154.05184135599998
1647860400000,2022-03-21 11:00:00,UST/USD,1.004,1.004,1.004,1.004,3.632701,3.647231804
1647856800000,2022-03-21 10:00:00,UST/USD,1.004,1.004,1.003,1.004,143.173024,143.745716096
1647853200000,2022-03-21 09:00:00,UST/USD,1.004,1.006,1.003,1.004,17317.743101,17387.014073404
1647849600000,2022-03-21 08:00:00,UST/USD,1.004,1.004,1.004,1.004,9.368086,9.405558344
1647846000000,2022-03-21 07:00:00,UST/USD,1.004,1.004,1.004,1.004,104.937108,105.356856432
1647842400000,2022-03-21 06:00:00,UST/USD,1.004,1.004,1.003,1.004,121.329179,121.814495716
1647838800000,2022-03-21 05:00:00,UST/USD,1.004,1.004,1.004,1.004,3772.170764,3787.2594470559998
1647835200000,2022-03-21 04:00:00,UST/USD,1.004,1.004,1.003,1.004,11629.979822,11676.499741288
1647831600000,2022-03-21 03:00:00,UST/USD,1.004,1.004,1.003,1.004,773.977651,777.073561604
1647828000000,2022-03-21 02:00:00,UST/USD,1.004,1.004,1.003,1.004,371.956973,373.444800892
1647824400000,2022-03-21 01:00:00,UST/USD,1.004,1.004,1.003,1.004,3018.564964,3030.639223856
1647820800000,2022-03-21 00:00:00,UST/USD,1.004,1.004,1.003,1.004,619.132937,621.6094687479999
1647817200000,2022-03-20 23:00:00,UST/USD,1.003,1.004,1.003,1.004,8775.164035,8810.26469114
1647813600000,2022-03-20 22:00:00,UST/USD,1.004,1.004,1.003,1.003,6323.028693,6341.997779079
1647810000000,2022-03-20 21:00:00,UST/USD,1.003,1.004,1.003,1.004,11396.423595,11442.009289380001
1647806400000,2022-03-20 20:00:00,UST/USD,1.004,1.004,1.003,1.003,395.075352,396.260578056
1647802800000,2022-03-20 19:00:00,UST/USD,1.003,1.004,1.003,1.004,41723.186767,41890.079514068
1647799200000,2022-03-20 18:00:00,UST/USD,1.004,1.006,1.003,1.003,38442.890302,38558.218972906
1647795600000,2022-03-20 17:00:00,UST/USD,1.004,1.004,1.003,1.004,4159.927175,4176.566883699999
1647792000000,2022-03-20 16:00:00,UST/USD,1.004,1.004,1.004,1.004,5317.499078,5338.769074312
1647788400000,2022-03-20 15:00:00,UST/USD,1.004,1.004,1.003,1.004,114007.287719,114463.316869876
1647784800000,2022-03-20 14:00:00,UST/USD,1.003,1.004,1.003,1.004,1252.56291,1257.57316164
1647781200000,2022-03-20 13:00:00,UST/USD,1.004,1.004,1.003,1.003,10018.276446,10048.331275338
1647777600000,2022-03-20 12:00:00,UST/USD,1.004,1.005,1.003,1.004,700.737094,703.540042376
1647774000000,2022-03-20 11:00:00,UST/USD,1.003,1.005,1.003,1.004,2726.23546,2737.14040184
1647770400000,2022-03-20 10:00:00,UST/USD,1.003,1.004,1.003,1.003,816.17042,818.61893126
1647766800000,2022-03-20 09:00:00,UST/USD,1.004,1.005,1.003,1.003,2218.382115,2225.0372613449995
1647763200000,2022-03-20 08:00:00,UST/USD,1.004,1.005,1.004,1.004,3049.552636,3061.750846544
1647759600000,2022-03-20 07:00:00,UST/USD,1.004,1.004,1.003,1.004,2621.36862,2631.85409448
1647756000000,2022-03-20 06:00:00,UST/USD,1.004,1.004,1.004,1.004,2320.01841,2329.29848364
1647752400000,2022-03-20 05:00:00,UST/USD,1.003,1.004,1.003,1.004,6007.363873,6031.393328492
1647748800000,2022-03-20 04:00:00,UST/USD,1.004,1.004,1.003,1.003,102.249162,102.55590948599999
1647745200000,2022-03-20 03:00:00,UST/USD,1.004,1.004,1.003,1.004,718.613055,721.48750722
1647741600000,2022-03-20 02:00:00,UST/USD,1.004,1.004,1.004,1.004,742.134299,745.1028361960001
1647738000000,2022-03-20 01:00:00,UST/USD,1.004,1.004,1.003,1.004,13448.446142,13502.239926568001
1647734400000,2022-03-20 00:00:00,UST/USD,1.004,1.004,1.003,1.004,3160.403158,3173.044770632
1647730800000,2022-03-19 23:00:00,UST/USD,1.004,1.005,1.003,1.004,4836.934106,4856.2818424239995
1647727200000,2022-03-19 22:00:00,UST/USD,1.004,1.004,1.003,1.004,1313.447719,1318.701509876
1647723600000,2022-03-19 21:00:00,UST/USD,1.004,1.006,1.003,1.004,25794.727321,25897.906230284
1647720000000,2022-03-19 20:00:00,UST/USD,1.004,1.004,1.003,1.004,639.561004,642.119248016
1647716400000,2022-03-19 19:00:00,UST/USD,1.004,1.004,1.004,1.004,2288.674153,2297.828849612
1647712800000,2022-03-19 18:00:00,UST/USD,1.004,1.004,1.003,1.004,3970.952194,3986.836002776
1647709200000,2022-03-19 17:00:00,UST/USD,1.004,1.004,1.003,1.004,9727.737961,9766.648912844
1647705600000,2022-03-19 16:00:00,UST/USD,1.004,1.006,1.003,1.004,25091.583047,25191.949379188
1647702000000,2022-03-19 15:00:00,UST/USD,1.004,1.005,1.003,1.004,4724.553722,4743.451936888
1647698400000,2022-03-19 14:00:00,UST/USD,1.004,1.004,1.003,1.004,4418.026479,4435.698584916
1647694800000,2022-03-19 13:00:00,UST/USD,1.003,1.004,1.003,1.004,1720.78039,1727.66351156
1647691200000,2022-03-19 12:00:00,UST/USD,1.004,1.005,1.003,1.003,12741.251962,12779.475717885998
1647687600000,2022-03-19 11:00:00,UST/USD,1.004,1.006,1.003,1.004,19417.288193,19494.957345772
1647684000000,2022-03-19 10:00:00,UST/USD,1.004,1.005,1.004,1.004,5015.369079,5035.430555316
1647680400000,2022-03-19 09:00:00,UST/USD,1.004,1.005,1.003,1.004,1912.064572,1919.712830288
1647676800000,2022-03-19 08:00:00,UST/USD,1.004,1.004,1.003,1.004,58.820932,59.056215728
1647673200000,2022-03-19 07:00:00,UST/USD,1.004,1.006,1.003,1.004,24097.637084,24194.027632336
1647669600000,2022-03-19 06:00:00,UST/USD,1.004,1.004,1.003,1.004,695.335076,698.1164163039999
1647666000000,2022-03-19 05:00:00,UST/USD,1.004,1.006,1.003,1.004,159903.938238,160543.553990952
1647662400000,2022-03-19 04:00:00,UST/USD,1.004,1.004,1.003,1.004,776.296168,779.4013526719999
1647658800000,2022-03-19 03:00:00,UST/USD,1.004,1.004,1.003,1.004,3688.381714,3703.135240856
1647655200000,2022-03-19 02:00:00,UST/USD,1.004,1.004,1.003,1.004,1321.760048,1327.047088192
1647651600000,2022-03-19 01:00:00,UST/USD,1.005,1.005,1.003,1.004,3253.350692,3266.364094768
1647648000000,2022-03-19 00:00:00,UST/USD,1.004,1.005,1.004,1.005,32385.473276,32547.40064238
1647644400000,2022-03-18 23:00:00,UST/USD,1.004,1.005,1.003,1.004,45921.484494,46105.170431975996
1647640800000,2022-03-18 22:00:00,UST/USD,1.003,1.005,1.003,1.004,34497.324541,34635.313839164
1647637200000,2022-03-18 21:00:00,UST/USD,1.004,1.004,1.003,1.003,13791.174672,13832.548196015998
1647633600000,2022-03-18 20:00:00,UST/USD,1.003,1.004,1.001,1.004,99072.588153,99468.87850561201
1647630000000,2022-03-18 19:00:00,UST/USD,1.004,1.004,1.003,1.003,5626.274298,5643.153120894
1647626400000,2022-03-18 18:00:00,UST/USD,1.004,1.004,1.004,1.004,33679.133491,33813.850024964
1647622800000,2022-03-18 17:00:00,UST/USD,1.003,1.004,1.002,1.004,212890.542018,213742.104186072
1647619200000,2022-03-18 16:00:00,UST/USD,1.004,1.005,1.003,1.003,173412.526616,173932.76419584797
1647615600000,2022-03-18 15:00:00,UST/USD,1.004,1.004,1.003,1.004,7617.937802,7648.409553208
1647612000000,2022-03-18 14:00:00,UST/USD,1.003,1.004,1.003,1.004,5595.896591,5618.280177363999
1647608400000,2022-03-18 13:00:00,UST/USD,1.003,1.004,1.003,1.003,5077.351521,5092.583575562999
1647604800000,2022-03-18 12:00:00,UST/USD,1.004,1.005,1.003,1.003,42059.684632,42185.863685895994
1647601200000,2022-03-18 11:00:00,UST/USD,1.003,1.004,1.003,1.004,191.940599,192.708361396
1647597600000,2022-03-18 10:00:00,UST/USD,1.004,1.005,1.003,1.003,3683.988319,3695.0402839569997
1647594000000,2022-03-18 09:00:00,UST/USD,1.004,1.005,1.003,1.004,1519.520872,1525.598955488
1647590400000,2022-03-18 08:00:00,UST/USD,1.004,1.005,1.003,1.004,25018.208528,25118.281362112
1647586800000,2022-03-18 07:00:00,UST/USD,1.003,1.004,1.003,1.004,624.161935,626.6585827399999
1647583200000,2022-03-18 06:00:00,UST/USD,1.004,1.004,1.003,1.003,15.115821,15.161168463
1647579600000,2022-03-18 05:00:00,UST/USD,1.004,1.005,1.003,1.004,1192.19145,1196.9602158
1647576000000,2022-03-18 04:00:00,UST/USD,1.004,1.004,1.003,1.004,59450.556597,59688.358823388
1647572400000,2022-03-18 03:00:00,UST/USD,1.004,1.007,1.004,1.004,924998.973256,928698.969149024
1647568800000,2022-03-18 02:00:00,UST/USD,1.005,1.005,1.004,1.004,56703.08945,56929.9018078
1647565200000,2022-03-18 01:00:00,UST/USD,1.004,1.005,1.004,1.005,67615.350845,67953.42759922499
1647561600000,2022-03-18 00:00:00,UST/USD,1.005,1.006,1.004,1.004,11273.849702,11318.945100808
1647558000000,2022-03-17 23:00:00,UST/USD,1.005,1.005,1.005,1.005,487.1909,489.6268544999999
1647554400000,2022-03-17 22:00:00,UST/USD,1.004,1.006,1.004,1.005,34742.506395,34916.218926974994
1647550800000,2022-03-17 21:00:00,UST/USD,1.005,1.005,1.004,1.004,5294.997116,5316.177104464
1647547200000,2022-03-17 20:00:00,UST/USD,1.004,1.005,1.004,1.005,35466.098814,35643.42930806999
1647543600000,2022-03-17 19:00:00,UST/USD,1.005,1.005,1.004,1.004,808.287648,811.520798592
1647540000000,2022-03-17 18:00:00,UST/USD,1.005,1.005,1.004,1.005,4021.847686,4041.9569244299996
1647536400000,2022-03-17 17:00:00,UST/USD,1.005,1.006,1.004,1.005,131376.847875,132033.732114375
1647532800000,2022-03-17 16:00:00,UST/USD,1.004,1.005,1.004,1.005,13736.860249,13805.544550244998
1647529200000,2022-03-17 15:00:00,UST/USD,1.004,1.005,1.004,1.004,57876.829825,58108.3371443
1647525600000,2022-03-17 14:00:00,UST/USD,1.003,1.004,1.003,1.004,29492.918944,29610.890619776
1647522000000,2022-03-17 13:00:00,UST/USD,1.004,1.004,1.003,1.003,9796.05045,9825.438601349999
1647518400000,2022-03-17 12:00:00,UST/USD,1.004,1.004,1.003,1.004,6144.788445,6169.36759878
1647514800000,2022-03-17 11:00:00,UST/USD,1.003,1.004,1.003,1.004,1014.654815,1018.71343426
1647511200000,2022-03-17 10:00:00,UST/USD,1.004,1.004,1.003,1.003,10.602516,10.634323547999998
1647507600000,2022-03-17 09:00:00,UST/USD,1.003,1.004,1.003,1.004,9951.754929,9991.561948716
1647504000000,2022-03-17 08:00:00,UST/USD,1.003,1.004,1.003,1.003,1053.347499,1056.507541497
1647500400000,2022-03-17 07:00:00,UST/USD,1.004,1.004,1.003,1.003,313.336266,314.276274798
1647496800000,2022-03-17 06:00:00,UST/USD,1.005,1.005,1.003,1.004,46889.374954,47076.932453816
1647493200000,2022-03-17 05:00:00,UST/USD,1.004,1.005,1.004,1.005,70.224289,70.57541044499999
1647489600000,2022-03-17 04:00:00,UST/USD,1.004,1.005,1.004,1.004,83188.386336,83521.139881344
1647486000000,2022-03-17 03:00:00,UST/USD,1.005,1.005,1.004,1.004,2169.529468,2178.207585872
1647482400000,2022-03-17 02:00:00,UST/USD,1.004,1.005,1.004,1.005,10213.446469,10264.513701344998
1647478800000,2022-03-17 01:00:00,UST/USD,1.004,1.004,1.002,1.004,740.850161,743.813561644
1647475200000,2022-03-17 00:00:00,UST/USD,1.004,1.005,1.002,1.004,99562.996194,99961.248178776
1647471600000,2022-03-16 23:00:00,UST/USD,1.005,1.006,1.004,1.004,141505.326769,142071.348076076
1647468000000,2022-03-16 22:00:00,UST/USD,1.005,1.006,1.004,1.005,26284.954522,26416.379294609997
1647464400000,2022-03-16 21:00:00,UST/USD,1.005,1.005,1.004,1.005,9723.114234,9771.72980517
1647460800000,2022-03-16 20:00:00,UST/USD,1.004,1.006,1.004,1.005,29308.054122,29454.594392609997
1647457200000,2022-03-16 19:00:00,UST/USD,1.005,1.006,1.004,1.004,77273.033414,77582.125547656
1647453600000,2022-03-16 18:00:00,UST/USD,1.004,1.006,1.004,1.005,11373.092622,11429.958085109998
1647450000000,2022-03-16 17:00:00,UST/USD,1.004,1.005,1.004,1.004,23828.778348,23924.093461392
1647446400000,2022-03-16 16:00:00,UST/USD,1.005,1.005,1.004,1.004,1000.570791,1004.573074164
1647442800000,2022-03-16 15:00:00,UST/USD,1.004,1.005,1.004,1.005,1057.292659,1062.579122295
1647439200000,2022-03-16 14:00:00,UST/USD,1.005,1.005,1.004,1.004,2207.981184,2216.8131087360002
1647435600000,2022-03-16 13:00:00,UST/USD,1.004,1.01,1.003,1.005,179609.816369,180507.86545084498
1647432000000,2022-03-16 12:00:00,UST/USD,1.003,1.004,1.003,1.004,516.021577,518.085663308
1647428400000,2022-03-16 11:00:00,UST/USD,1.004,1.005,1.003,1.003,18499.025137,18554.522212410997
1647424800000,2022-03-16 10:00:00,UST/USD,1.004,1.004,1.003,1.004,1382.630444,1388.160965776
1647421200000,2022-03-16 09:00:00,UST/USD,1.004,1.004,1.004,1.004,204.466727,205.284593908
1647417600000,2022-03-16 08:00:00,UST/USD,1.003,1.005,1.003,1.004,53925.19167,54140.89243668
1647414000000,2022-03-16 07:00:00,UST/USD,1.004,1.004,1.003,1.003,30.152031,30.242487092999998
1647410400000,2022-03-16 06:00:00,UST/USD,1.005,1.005,1.003,1.004,7934.667001,7966.405669004
1647406800000,2022-03-16 05:00:00,UST/USD,1.003,1.005,1.003,1.005,147399.28268,148136.2790934
1647403200000,2022-03-16 04:00:00,UST/USD,1.004,1.005,1.003,1.003,40268.752824,40389.559082472
1647399600000,2022-03-16 03:00:00,UST/USD,1.004,1.004,1.003,1.004,31596.69759,31723.08438036
1647396000000,2022-03-16 02:00:00,UST/USD,1.005,1.005,1.003,1.004,16623.878199,16690.373711795997
1647392400000,2022-03-16 01:00:00,UST/USD,1.005,1.007,1.004,1.005,22861.25758,22975.5638679
1647388800000,2022-03-16 00:00:00,UST/USD,1.005,1.005,1.004,1.005,1173.691596,1179.5600539799998
1647385200000,2022-03-15 23:00:00,UST/USD,1.004,1.006,1.003,1.005,4250.194133,4271.445103665
1647381600000,2022-03-15 22:00:00,UST/USD,1.004,1.005,1.003,1.004,2890.429173,2901.990889692
1647378000000,2022-03-15 21:00:00,UST/USD,1.004,1.031,1.003,1.004,204751.665153,205570.67181361202
1647374400000,2022-03-15 20:00:00,UST/USD,1.004,1.006,1.003,1.004,32613.423024,32743.876716096
1647370800000,2022-03-15 19:00:00,UST/USD,1.004,1.004,1.004,1.004,423.049781,424.741980124
1647367200000,2022-03-15 18:00:00,UST/USD,1.005,1.005,1.003,1.004,186697.413928,187444.203583712
1647363600000,2022-03-15 17:00:00,UST/USD,1.004,1.006,1.003,1.005,39561.615914,39759.423993569995
1647360000000,2022-03-15 16:00:00,UST/USD,1.005,1.006,1.003,1.004,39482.829142,39640.760458568
1647356400000,2022-03-15 15:00:00,UST/USD,1.004,1.006,1.003,1.005,126461.672487,127093.98084943499
1647352800000,2022-03-15 14:00:00,UST/USD,1.004,1.004,1.003,1.004,11864.343302,11911.800675208
1647349200000,2022-03-15 13:00:00,UST/USD,1.004,1.004,1.003,1.004,5402.609993,5424.220432972
1647345600000,2022-03-15 12:00:00,UST/USD,1.005,1.005,1.004,1.004,7973.279215,8005.17233186
1647342000000,2022-03-15 11:00:00,UST/USD,1.004,1.005,1.004,1.005,8.988911,9.033855554999999
1647338400000,2022-03-15 10:00:00,UST/USD,1.004,1.006,1.003,1.004,49419.320151,49616.997431604
1647334800000,2022-03-15 09:00:00,UST/USD,1.004,1.005,1.003,1.004,13038.569458,13090.723735832
1647331200000,2022-03-15 08:00:00,UST/USD,1.005,1.005,1.003,1.004,244143.193332,245119.766105328
1647327600000,2022-03-15 07:00:00,UST/USD,1.005,1.006,1.005,1.005,11655.975155,11714.255030774999
1647324000000,2022-03-15 06:00:00,UST/USD,1.004,1.006,1.004,1.005,20970.107374,21074.957910869998
1647320400000,2022-03-15 05:00:00,UST/USD,1.005,1.005,1.004,1.004,254.621045,255.63952918
1647316800000,2022-03-15 04:00:00,UST/USD,1.005,1.005,1.004,1.005,162.601314,163.41432056999997
1647313200000,2022-03-15 03:00:00,UST/USD,1.005,1.006,1.004,1.005,31007.491497,31162.528954484995
1647309600000,2022-03-15 02:00:00,UST/USD,1.004,1.006,1.004,1.005,11403.743419,11460.762136095
1647306000000,2022-03-15 01:00:00,UST/USD,1.005,1.006,1.004,1.004,24745.178576,24844.159290304
1647302400000,2022-03-15 00:00:00,UST/USD,1.005,1.006,1.005,1.005,1307.470076,1314.00742638
1647298800000,2022-03-14 23:00:00,UST/USD,1.006,1.009,1.004,1.005,52580.630741,52843.533894705
1647295200000,2022-03-14 22:00:00,UST/USD,1.005,1.007,1.005,1.006,33283.025171,33482.723322026
1647291600000,2022-03-14 21:00:00,UST/USD,1.005,1.005,1.005,1.005,2620.364374,2633.46619587
1647288000000,2022-03-14 20:00:00,UST/USD,1.004,1.005,1.004,1.005,2569.502596,2582.3501089799997
1647284400000,2022-03-14 19:00:00,UST/USD,1.005,1.005,1.004,1.004,3069.487504,3081.765454016
1647280800000,2022-03-14 18:00:00,UST/USD,1.004,1.006,1.004,1.005,13784.222907,13853.144021534998
1647277200000,2022-03-14 17:00:00,UST/USD,1.004,1.006,1.004,1.004,26031.030726,26135.154848904
1647273600000,2022-03-14 16:00:00,UST/USD,1.005,1.006,1.004,1.004,45400.771892,45582.374979568
