https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume USD
1648404000000,2022-03-27 18:00:00,LUNA/USD,90.54,90.85,90.26,90.54,379.396169,34350.52914126
1648400400000,2022-03-27 17:00:00,LUNA/USD,90.58,90.58,90.19,90.54,206.092531,18659.61775674
1648396800000,2022-03-27 16:00:00,LUNA/USD,90.59,90.83,90.36,90.58,707.265245,64064.0858921
1648393200000,2022-03-27 15:00:00,LUNA/USD,90.45,90.74,90.03,90.59,324.013926,29352.421556340003
1648389600000,2022-03-27 14:00:00,LUNA/USD,90.56,90.75,90.41,90.45,183.819596,16626.4824582
1648386000000,2022-03-27 13:00:00,LUNA/USD,89.94,90.67,89.5,90.56,2864.261555,259387.52642080002
1648382400000,2022-03-27 12:00:00,LUNA/USD,90.58,90.66,89.94,89.94,143.79428,12932.857543199998
1648378800000,2022-03-27 11:00:00,LUNA/USD,90.71,90.9,90.5,90.58,191.205728,17319.41484224
1648375200000,2022-03-27 10:00:00,LUNA/USD,90.73,90.82,90.39,90.71,546.289573,49553.92716683
1648371600000,2022-03-27 09:00:00,LUNA/USD,90.93,90.94,90.71,90.73,1401.168152,127127.98643096001
1648368000000,2022-03-27 08:00:00,LUNA/USD,90.84,91.06,90.79,90.93,5779.949349,525570.7943045701
1648364400000,2022-03-27 07:00:00,LUNA/USD,91.19,91.28,90.84,90.84,209.504296,19031.370248640003
1648360800000,2022-03-27 06:00:00,LUNA/USD,90.86,91.22,90.75,91.19,212.503828,19378.22407532
1648357200000,2022-03-27 05:00:00,LUNA/USD,90.88,91.0,90.83,90.86,281.324713,25561.163423179998
1648353600000,2022-03-27 04:00:00,LUNA/USD,91.03,91.36,90.49,90.88,573.516673,52121.19524223999
1648350000000,2022-03-27 03:00:00,LUNA/USD,91.52,91.64,90.82,91.03,741.727092,67519.41718476
1648346400000,2022-03-27 02:00:00,LUNA/USD,91.57,92.15,91.27,91.52,622.506874,56971.82910848
1648342800000,2022-03-27 01:00:00,LUNA/USD,91.38,91.7,91.16,91.57,607.558707,55634.15079999
1648339200000,2022-03-27 00:00:00,LUNA/USD,91.45,91.77,91.03,91.38,612.920988,56008.71988344
1648335600000,2022-03-26 23:00:00,LUNA/USD,91.65,91.69,91.35,91.45,462.227425,42270.69801625
1648332000000,2022-03-26 22:00:00,LUNA/USD,90.84,91.94,90.84,91.65,780.989039,71577.64542435
1648328400000,2022-03-26 21:00:00,LUNA/USD,91.03,91.15,90.63,90.84,410.301038,37271.746291920004
1648324800000,2022-03-26 20:00:00,LUNA/USD,91.15,91.43,90.93,91.03,940.121787,85579.28627061
1648321200000,2022-03-26 19:00:00,LUNA/USD,90.94,91.4,90.67,91.15,520.435434,47437.689809100004
1648317600000,2022-03-26 18:00:00,LUNA/USD,91.41,91.53,90.56,90.94,792.688504,72087.09255376
1648314000000,2022-03-26 17:00:00,LUNA/USD,90.91,91.5,90.62,91.41,632.95173,57858.1176393
1648310400000,2022-03-26 16:00:00,LUNA/USD,90.51,90.93,90.19,90.91,253.405876,23037.12818716
1648306800000,2022-03-26 15:00:00,LUNA/USD,90.16,90.89,90.07,90.51,1227.383471,111090.47796021002
1648303200000,2022-03-26 14:00:00,LUNA/USD,89.83,90.45,89.79,90.16,502.62468,45316.6411488
1648299600000,2022-03-26 13:00:00,LUNA/USD,89.82,89.99,89.44,89.83,406.298823,36497.823270090004
1648296000000,2022-03-26 12:00:00,LUNA/USD,89.94,90.13,89.33,89.82,561.52495,50436.171009
1648292400000,2022-03-26 11:00:00,LUNA/USD,89.9,90.33,89.76,89.94,278.046219,25007.47693686
1648288800000,2022-03-26 10:00:00,LUNA/USD,90.15,90.25,89.51,89.9,251.566327,22615.8127973
1648285200000,2022-03-26 09:00:00,LUNA/USD,90.24,90.4,90.02,90.15,276.310554,24909.396443100002
1648281600000,2022-03-26 08:00:00,LUNA/USD,90.38,90.68,90.18,90.24,520.070783,46931.18745792
1648278000000,2022-03-26 07:00:00,LUNA/USD,90.16,90.58,89.98,90.38,552.576715,49941.8835017
1648274400000,2022-03-26 06:00:00,LUNA/USD,90.19,90.38,89.89,90.16,427.07816,38505.3669056
1648270800000,2022-03-26 05:00:00,LUNA/USD,89.43,90.19,89.15,90.19,1167.055114,105256.70073165999
1648267200000,2022-03-26 04:00:00,LUNA/USD,89.65,89.81,89.43,89.43,410.445865,36706.17370695001
1648263600000,2022-03-26 03:00:00,LUNA/USD,89.23,89.65,89.0,89.65,619.134508,55505.408642200004
1648260000000,2022-03-26 02:00:00,LUNA/USD,89.82,90.08,88.99,89.23,1014.581639,90531.11964797
1648256400000,2022-03-26 01:00:00,LUNA/USD,90.56,90.65,89.32,89.82,836.678442,75150.45766043999
1648252800000,2022-03-26 00:00:00,LUNA/USD,90.49,91.1,90.42,90.56,936.201537,84782.41119072
1648249200000,2022-03-25 23:00:00,LUNA/USD,90.32,90.52,89.89,90.49,832.665468,75347.89819932
1648245600000,2022-03-25 22:00:00,LUNA/USD,91.14,91.14,90.22,90.32,822.700404,74306.30048928
1648242000000,2022-03-25 21:00:00,LUNA/USD,91.11,91.19,90.63,91.14,1327.269888,120967.37759232
1648238400000,2022-03-25 20:00:00,LUNA/USD,90.76,91.12,90.3,91.11,1773.617209,161594.26391199
1648234800000,2022-03-25 19:00:00,LUNA/USD,90.91,91.03,90.27,90.76,440.086602,39942.25999752001
1648231200000,2022-03-25 18:00:00,LUNA/USD,90.35,90.92,89.98,90.91,4552.772483,413892.54642952996
1648227600000,2022-03-25 17:00:00,LUNA/USD,90.35,90.62,88.86,90.35,5966.654495,539087.2336232499
1648224000000,2022-03-25 16:00:00,LUNA/USD,92.63,93.33,90.27,90.35,2571.480172,232333.2335402
1648220400000,2022-03-25 15:00:00,LUNA/USD,94.29,94.29,92.41,92.63,2043.152437,189257.21023931
1648216800000,2022-03-25 14:00:00,LUNA/USD,94.08,94.93,93.51,94.29,1689.355738,159289.35253602001
1648213200000,2022-03-25 13:00:00,LUNA/USD,94.35,94.47,93.8,94.08,1676.605659,157735.06039872
1648209600000,2022-03-25 12:00:00,LUNA/USD,93.78,94.4,93.26,94.35,2246.936907,211998.49717544997
1648206000000,2022-03-25 11:00:00,LUNA/USD,93.42,94.02,92.83,93.78,2973.857827,278888.38701606
1648202400000,2022-03-25 10:00:00,LUNA/USD,92.95,93.48,92.74,93.42,501.32313,46833.6068046
1648198800000,2022-03-25 09:00:00,LUNA/USD,92.6,93.21,92.43,92.95,133.80403,12437.084588500002
1648195200000,2022-03-25 08:00:00,LUNA/USD,92.59,92.7,91.88,92.6,390.547063,36164.6580338
1648191600000,2022-03-25 07:00:00,LUNA/USD,93.18,93.24,92.44,92.59,463.007431,42869.85803629
1648188000000,2022-03-25 06:00:00,LUNA/USD,93.4,93.53,93.1,93.18,562.591304,52422.25770672
1648184400000,2022-03-25 05:00:00,LUNA/USD,93.64,93.97,93.33,93.4,395.598923,36948.9394082
1648180800000,2022-03-25 04:00:00,LUNA/USD,93.02,93.7,92.91,93.64,603.560974,56517.44960536
1648177200000,2022-03-25 03:00:00,LUNA/USD,93.23,93.56,92.87,93.02,600.536379,55861.89397458
1648173600000,2022-03-25 02:00:00,LUNA/USD,93.93,93.93,93.0,93.23,1257.730502,117258.21470145999
1648170000000,2022-03-25 01:00:00,LUNA/USD,93.58,94.42,93.42,93.93,2123.059821,199419.00898653
1648166400000,2022-03-25 00:00:00,LUNA/USD,93.7,94.16,93.17,93.58,2049.40795,191783.59596099998
1648162800000,2022-03-24 23:00:00,LUNA/USD,93.07,94.5,92.93,93.7,3391.927767,317823.6317679
1648159200000,2022-03-24 22:00:00,LUNA/USD,93.13,93.48,92.92,93.07,1449.532383,134907.97888580998
1648155600000,2022-03-24 21:00:00,LUNA/USD,92.83,93.2,92.56,93.13,688.896057,64156.88978841
1648152000000,2022-03-24 20:00:00,LUNA/USD,93.49,93.58,92.8,92.83,1211.941628,112504.54132724
1648148400000,2022-03-24 19:00:00,LUNA/USD,93.74,94.05,93.45,93.49,4514.757442,422084.67325258
1648144800000,2022-03-24 18:00:00,LUNA/USD,94.37,94.58,93.72,93.74,1029.051342,96463.27279907999
1648141200000,2022-03-24 17:00:00,LUNA/USD,94.51,94.89,94.2,94.37,1992.364821,188019.46815777
1648137600000,2022-03-24 16:00:00,LUNA/USD,94.03,94.59,93.44,94.51,2735.571379,258538.85102929
1648134000000,2022-03-24 15:00:00,LUNA/USD,93.17,94.41,92.86,94.03,3249.201856,305522.45051968
1648130400000,2022-03-24 14:00:00,LUNA/USD,92.85,93.17,92.07,93.17,4269.501909,397789.49286153
1648126800000,2022-03-24 13:00:00,LUNA/USD,92.6,93.0,91.82,92.85,2952.889409,274175.78162564995
1648123200000,2022-03-24 12:00:00,LUNA/USD,93.41,93.7,92.52,92.6,3776.762248,349728.1841648
1648119600000,2022-03-24 11:00:00,LUNA/USD,94.36,94.54,93.17,93.41,1557.893611,145522.84220351
1648116000000,2022-03-24 10:00:00,LUNA/USD,94.85,94.85,94.17,94.36,658.288292,62116.08323311999
1648112400000,2022-03-24 09:00:00,LUNA/USD,95.35,95.48,94.46,94.85,875.861515,83075.46469775
1648108800000,2022-03-24 08:00:00,LUNA/USD,95.17,95.78,94.97,95.35,276.367018,26351.595166299994
1648105200000,2022-03-24 07:00:00,LUNA/USD,95.25,95.28,94.59,95.17,660.573619,62866.791320230004
1648101600000,2022-03-24 06:00:00,LUNA/USD,94.6,95.36,94.6,95.25,1581.083014,150598.1570835
1648098000000,2022-03-24 05:00:00,LUNA/USD,94.46,94.7,94.1,94.6,602.310097,56978.5351762
1648094400000,2022-03-24 04:00:00,LUNA/USD,94.5,94.7,94.32,94.46,1355.211412,128013.26997752
1648090800000,2022-03-24 03:00:00,LUNA/USD,95.27,95.54,94.5,94.5,972.964143,91945.1115135
1648087200000,2022-03-24 02:00:00,LUNA/USD,95.13,95.31,94.82,95.27,447.165139,42601.42279253
1648083600000,2022-03-24 01:00:00,LUNA/USD,95.35,95.6,94.42,95.13,851.610713,81013.72712769
1648080000000,2022-03-24 00:00:00,LUNA/USD,94.86,95.54,94.27,95.35,9121.29037,869715.0367795
1648076400000,2022-03-23 23:00:00,LUNA/USD,94.68,95.38,94.34,94.86,5419.742069,514116.73266534
1648072800000,2022-03-23 22:00:00,LUNA/USD,94.37,94.83,94.02,94.68,829.020119,78491.62486692001
1648069200000,2022-03-23 21:00:00,LUNA/USD,94.89,94.89,94.21,94.37,389.680577,36774.156051490005
1648065600000,2022-03-23 20:00:00,LUNA/USD,94.53,94.89,94.5,94.89,227.86196,21621.821384400002
1648062000000,2022-03-23 19:00:00,LUNA/USD,94.43,95.01,94.35,94.53,405.023649,38286.88553997
1648058400000,2022-03-23 18:00:00,LUNA/USD,94.63,95.25,94.42,94.43,1452.113777,137123.10396211
1648054800000,2022-03-23 17:00:00,LUNA/USD,95.51,95.77,94.43,94.63,4152.683489,392968.43856407
1648051200000,2022-03-23 16:00:00,LUNA/USD,95.78,96.42,95.26,95.51,7029.660292,671402.85448892
1648047600000,2022-03-23 15:00:00,LUNA/USD,95.83,96.75,95.61,95.78,7184.999456,688179.24789568
1648044000000,2022-03-23 14:00:00,LUNA/USD,94.85,96.03,94.76,95.83,2420.699004,231975.58555332
1648040400000,2022-03-23 13:00:00,LUNA/USD,94.61,94.88,94.21,94.85,5848.257373,554707.21182905
1648036800000,2022-03-23 12:00:00,LUNA/USD,93.33,94.79,93.01,94.61,764.777905,72355.63759205
1648033200000,2022-03-23 11:00:00,LUNA/USD,93.34,93.64,93.0,93.33,157.058968,14658.313483439999
1648029600000,2022-03-23 10:00:00,LUNA/USD,93.09,93.74,93.04,93.34,352.04296,32859.6898864
1648026000000,2022-03-23 09:00:00,LUNA/USD,92.93,93.09,92.63,93.09,121.665485,11325.83999865
1648022400000,2022-03-23 08:00:00,LUNA/USD,92.77,93.1,92.42,92.93,517.837558,48122.64426494
1648018800000,2022-03-23 07:00:00,LUNA/USD,92.79,92.89,92.51,92.77,306.198734,28406.05655318
1648015200000,2022-03-23 06:00:00,LUNA/USD,92.96,93.08,92.69,92.79,796.405092,73898.42848668
1648011600000,2022-03-23 05:00:00,LUNA/USD,92.77,93.4,92.75,92.96,630.03443,58568.0006128
1648008000000,2022-03-23 04:00:00,LUNA/USD,92.84,93.29,92.42,92.77,860.163869,79797.40212713
1648004400000,2022-03-23 03:00:00,LUNA/USD,93.53,93.64,92.82,92.84,876.852154,81406.95397736001
1648000800000,2022-03-23 02:00:00,LUNA/USD,93.09,94.0,92.7,93.53,3493.933188,326787.57107364
1647997200000,2022-03-23 01:00:00,LUNA/USD,93.34,93.34,92.44,93.09,1512.955528,140841.03010152
1647993600000,2022-03-23 00:00:00,LUNA/USD,93.02,93.49,92.92,93.34,531.652741,49624.46684494
1647990000000,2022-03-22 23:00:00,LUNA/USD,93.31,93.53,92.75,93.02,1518.249143,141227.53528186
1647986400000,2022-03-22 22:00:00,LUNA/USD,93.93,93.93,93.18,93.31,349.815206,32641.25687186
1647982800000,2022-03-22 21:00:00,LUNA/USD,93.14,93.95,92.96,93.93,645.28008,60611.157914400006
1647979200000,2022-03-22 20:00:00,LUNA/USD,92.34,93.14,92.34,93.14,464.40804,43254.9648456
1647975600000,2022-03-22 19:00:00,LUNA/USD,93.26,93.3,92.34,92.34,1277.455934,117960.28094556
1647972000000,2022-03-22 18:00:00,LUNA/USD,92.91,93.35,92.9,93.26,1318.689835,122981.0140121
1647968400000,2022-03-22 17:00:00,LUNA/USD,92.97,93.22,92.29,92.91,1714.599192,159303.41092872
1647964800000,2022-03-22 16:00:00,LUNA/USD,92.91,93.24,92.67,92.97,500.019805,46486.841270850004
1647961200000,2022-03-22 15:00:00,LUNA/USD,93.2,93.46,92.79,92.91,872.660164,81078.85583724
1647957600000,2022-03-22 14:00:00,LUNA/USD,93.42,93.81,93.03,93.2,1620.512907,151031.8029324
1647954000000,2022-03-22 13:00:00,LUNA/USD,93.61,93.85,93.26,93.42,1202.202362,112309.74465804
1647950400000,2022-03-22 12:00:00,LUNA/USD,94.07,94.14,93.03,93.61,3939.511572,368777.67825492
1647946800000,2022-03-22 11:00:00,LUNA/USD,93.46,94.1,93.19,94.07,2337.011255,219842.64875784997
1647943200000,2022-03-22 10:00:00,LUNA/USD,93.06,93.58,92.89,93.46,591.252134,55258.42444363999
1647939600000,2022-03-22 09:00:00,LUNA/USD,93.87,93.87,92.67,93.06,1942.672576,180785.10992256
1647936000000,2022-03-22 08:00:00,LUNA/USD,93.62,94.39,93.44,93.87,418.782746,39311.13636702
1647932400000,2022-03-22 07:00:00,LUNA/USD,93.85,94.13,93.56,93.62,657.75258,61578.7965396
1647928800000,2022-03-22 06:00:00,LUNA/USD,94.19,94.2,93.34,93.85,908.266903,85240.84884655
1647925200000,2022-03-22 05:00:00,LUNA/USD,93.14,94.28,93.01,94.19,5698.534131,536744.92979889
1647921600000,2022-03-22 04:00:00,LUNA/USD,95.02,95.25,93.0,93.14,15900.990433,1481018.24892962
1647918000000,2022-03-22 03:00:00,LUNA/USD,95.01,96.63,94.99,95.02,3647.186629,346555.67348758
1647914400000,2022-03-22 02:00:00,LUNA/USD,94.4,95.3,94.23,95.01,4521.306035,429569.28638535
1647910800000,2022-03-22 01:00:00,LUNA/USD,95.09,95.38,94.02,94.4,1387.084741,130940.7995504
1647907200000,2022-03-22 00:00:00,LUNA/USD,96.0,96.0,94.62,95.09,2267.962127,215660.51865642998
1647903600000,2022-03-21 23:00:00,LUNA/USD,96.1,96.49,95.63,96.0,5606.614038,538234.947648
1647900000000,2022-03-21 22:00:00,LUNA/USD,95.54,96.32,95.39,96.1,2382.705279,228977.97731189997
1647896400000,2022-03-21 21:00:00,LUNA/USD,95.17,95.54,94.88,95.54,975.923498,93239.73099892
1647892800000,2022-03-21 20:00:00,LUNA/USD,96.0,96.0,95.08,95.17,196.382092,18689.68369564
1647889200000,2022-03-21 19:00:00,LUNA/USD,96.74,96.91,95.79,96.0,1305.371265,125315.64144
1647885600000,2022-03-21 18:00:00,LUNA/USD,96.09,97.74,95.85,96.74,3095.233787,299432.91655438
1647882000000,2022-03-21 17:00:00,LUNA/USD,95.2,96.84,94.73,96.09,2645.858868,254240.57862612
1647878400000,2022-03-21 16:00:00,LUNA/USD,95.75,95.75,94.39,95.2,4113.572665,391612.117708
1647874800000,2022-03-21 15:00:00,LUNA/USD,94.91,95.78,94.34,95.75,1303.469134,124807.16958049999
1647871200000,2022-03-21 14:00:00,LUNA/USD,94.81,95.04,93.96,94.91,728.311006,69123.99757946
1647867600000,2022-03-21 13:00:00,LUNA/USD,95.17,95.99,94.74,94.81,1133.553013,107472.16116253
1647864000000,2022-03-21 12:00:00,LUNA/USD,95.57,95.58,94.42,95.17,578.428006,55048.99333102
1647860400000,2022-03-21 11:00:00,LUNA/USD,95.95,96.02,95.47,95.57,559.928742,53512.38987294
1647856800000,2022-03-21 10:00:00,LUNA/USD,95.86,96.24,95.5,95.95,432.184314,41468.0849283
1647853200000,2022-03-21 09:00:00,LUNA/USD,96.48,96.61,95.69,95.86,2035.963588,195167.46954568
1647849600000,2022-03-21 08:00:00,LUNA/USD,95.7,97.08,95.61,96.48,9823.28067,947750.1190416
1647846000000,2022-03-21 07:00:00,LUNA/USD,94.44,95.7,94.0,95.7,2086.933228,199719.50991959998
1647842400000,2022-03-21 06:00:00,LUNA/USD,94.36,94.82,94.1,94.44,1199.9054,113319.06597600001
1647838800000,2022-03-21 05:00:00,LUNA/USD,94.78,94.87,93.88,94.36,966.072782,91158.62770951999
1647835200000,2022-03-21 04:00:00,LUNA/USD,94.1,94.87,93.34,94.78,1603.633381,151992.37185118
1647831600000,2022-03-21 03:00:00,LUNA/USD,93.54,94.62,93.06,94.1,1530.866163,144054.5059383
1647828000000,2022-03-21 02:00:00,LUNA/USD,91.63,94.03,91.42,93.54,1814.140205,169694.6747757
1647824400000,2022-03-21 01:00:00,LUNA/USD,90.97,91.93,90.92,91.63,317.893295,29128.56262085
1647820800000,2022-03-21 00:00:00,LUNA/USD,90.69,91.43,90.3,90.97,978.338092,88999.41622924
1647817200000,2022-03-20 23:00:00,LUNA/USD,91.14,91.45,90.4,90.69,115.336794,10459.89384786
1647813600000,2022-03-20 22:00:00,LUNA/USD,91.35,91.44,90.61,91.14,201.24021,18341.032739399998
1647810000000,2022-03-20 21:00:00,LUNA/USD,91.44,91.62,91.01,91.35,580.041302,52986.77293769999
1647806400000,2022-03-20 20:00:00,LUNA/USD,91.08,92.19,91.08,91.44,439.045427,40146.31384488
1647802800000,2022-03-20 19:00:00,LUNA/USD,90.81,91.53,90.81,91.08,407.730642,37136.10687336
1647799200000,2022-03-20 18:00:00,LUNA/USD,90.22,90.93,90.19,90.81,1382.218608,125519.27179248
1647795600000,2022-03-20 17:00:00,LUNA/USD,90.88,91.85,89.89,90.22,1688.74519,152358.5910418
1647792000000,2022-03-20 16:00:00,LUNA/USD,90.71,91.33,90.35,90.88,507.694603,46139.28552064
1647788400000,2022-03-20 15:00:00,LUNA/USD,91.33,91.84,90.46,90.71,1116.325854,101261.91821633998
1647784800000,2022-03-20 14:00:00,LUNA/USD,91.51,92.41,91.2,91.33,688.287855,62861.32979715
1647781200000,2022-03-20 13:00:00,LUNA/USD,92.47,92.63,91.5,91.51,409.022053,37429.60807003001
1647777600000,2022-03-20 12:00:00,LUNA/USD,92.97,93.17,91.71,92.47,737.277156,68176.01861532
1647774000000,2022-03-20 11:00:00,LUNA/USD,93.73,94.15,92.77,92.97,831.809282,77333.30894754
1647770400000,2022-03-20 10:00:00,LUNA/USD,92.98,94.12,92.4,93.73,3431.830813,321665.50210249
1647766800000,2022-03-20 09:00:00,LUNA/USD,94.06,94.27,92.94,92.98,5537.994749,514922.75176202005
1647763200000,2022-03-20 08:00:00,LUNA/USD,92.76,94.48,92.59,94.06,1394.961776,131210.10465056
1647759600000,2022-03-20 07:00:00,LUNA/USD,92.56,93.03,92.51,92.76,134.111805,12440.211031800001
1647756000000,2022-03-20 06:00:00,LUNA/USD,92.75,93.16,92.47,92.56,2109.441535,195249.9084796
1647752400000,2022-03-20 05:00:00,LUNA/USD,91.85,92.87,91.49,92.75,838.749219,77793.99006225
1647748800000,2022-03-20 04:00:00,LUNA/USD,91.7,92.12,91.2,91.85,326.823689,30018.755834649997
1647745200000,2022-03-20 03:00:00,LUNA/USD,91.43,91.93,91.43,91.7,154.156997,14136.1966249
1647741600000,2022-03-20 02:00:00,LUNA/USD,91.94,92.23,91.34,91.43,692.569566,63321.63541938001
1647738000000,2022-03-20 01:00:00,LUNA/USD,91.72,91.94,90.96,91.94,859.474292,79020.06640648
1647734400000,2022-03-20 00:00:00,LUNA/USD,92.19,92.33,90.73,91.72,1003.492604,92040.34163888
1647730800000,2022-03-19 23:00:00,LUNA/USD,92.3,92.56,91.81,92.19,916.864592,84525.74673648
1647727200000,2022-03-19 22:00:00,LUNA/USD,92.24,92.69,91.67,92.3,1930.749289,178208.15937470002
1647723600000,2022-03-19 21:00:00,LUNA/USD,93.26,93.36,92.2,92.24,5813.781469,536263.20270056
1647720000000,2022-03-19 20:00:00,LUNA/USD,92.38,93.57,91.79,93.26,3682.691295,343447.7901717
1647716400000,2022-03-19 19:00:00,LUNA/USD,92.07,92.47,91.71,92.38,759.212433,70136.04456054
1647712800000,2022-03-19 18:00:00,LUNA/USD,91.55,92.2,91.03,92.07,581.342233,53524.17939230999
1647709200000,2022-03-19 17:00:00,LUNA/USD,91.46,91.66,90.99,91.55,679.86063,62241.2406765
1647705600000,2022-03-19 16:00:00,LUNA/USD,91.94,92.25,91.1,91.46,2169.312261,198405.29939106
1647702000000,2022-03-19 15:00:00,LUNA/USD,92.31,92.52,91.71,91.94,5085.684259,467577.81077245995
1647698400000,2022-03-19 14:00:00,LUNA/USD,91.66,92.63,91.32,92.31,1099.901926,101531.94678906
1647694800000,2022-03-19 13:00:00,LUNA/USD,91.89,92.95,90.95,91.66,3747.533874,343498.95489084
1647691200000,2022-03-19 12:00:00,LUNA/USD,90.26,92.11,89.95,91.89,5875.266991,539878.28380299
1647687600000,2022-03-19 11:00:00,LUNA/USD,88.54,90.35,88.43,90.26,999.755211,90237.90534486
1647684000000,2022-03-19 10:00:00,LUNA/USD,88.58,88.97,88.29,88.54,750.842523,66479.59698642
1647680400000,2022-03-19 09:00:00,LUNA/USD,88.06,88.75,87.93,88.58,319.833421,28330.844432179998
1647676800000,2022-03-19 08:00:00,LUNA/USD,87.71,88.14,87.64,88.06,205.9246,18133.720276
1647673200000,2022-03-19 07:00:00,LUNA/USD,88.28,88.28,87.54,87.71,118.834975,10423.01565725
1647669600000,2022-03-19 06:00:00,LUNA/USD,87.86,88.46,87.86,88.28,312.041326,27547.008259280003
1647666000000,2022-03-19 05:00:00,LUNA/USD,88.16,88.48,87.85,87.86,504.153753,44294.94873858
1647662400000,2022-03-19 04:00:00,LUNA/USD,88.18,88.48,88.0,88.16,380.183857,33517.008833119995
1647658800000,2022-03-19 03:00:00,LUNA/USD,88.47,89.04,87.87,88.18,2932.209291,258562.21528038004
1647655200000,2022-03-19 02:00:00,LUNA/USD,88.16,88.66,87.84,88.47,1025.889505,90760.44450735001
1647651600000,2022-03-19 01:00:00,LUNA/USD,89.42,89.43,88.14,88.16,1521.386776,134125.45817216
1647648000000,2022-03-19 00:00:00,LUNA/USD,88.49,89.86,87.96,89.42,3426.287003,306378.58380826
1647644400000,2022-03-18 23:00:00,LUNA/USD,86.32,88.79,86.32,88.49,7715.516488,682746.05402312
1647640800000,2022-03-18 22:00:00,LUNA/USD,86.58,86.58,85.8,86.32,1319.893276,113933.18758432
1647637200000,2022-03-18 21:00:00,LUNA/USD,86.66,86.66,85.84,86.58,1544.868256,133754.69360448
1647633600000,2022-03-18 20:00:00,LUNA/USD,87.46,87.89,86.65,86.66,4079.190497,353502.64847002
1647630000000,2022-03-18 19:00:00,LUNA/USD,86.86,87.47,86.59,87.46,4492.16139,392884.4351694
1647626400000,2022-03-18 18:00:00,LUNA/USD,86.0,87.74,85.93,86.86,3912.988828,339882.20960008
1647622800000,2022-03-18 17:00:00,LUNA/USD,86.24,86.96,85.8,86.0,3515.425125,302326.56075
1647619200000,2022-03-18 16:00:00,LUNA/USD,85.41,86.37,85.05,86.24,3576.237519,308414.72363856
1647615600000,2022-03-18 15:00:00,LUNA/USD,83.39,85.41,83.37,85.41,1424.90355,121701.0122055
1647612000000,2022-03-18 14:00:00,LUNA/USD,83.85,84.4,83.28,83.39,2121.213955,176888.03170745002
1647608400000,2022-03-18 13:00:00,LUNA/USD,83.34,83.92,82.68,83.85,1478.194826,123946.63616009998
1647604800000,2022-03-18 12:00:00,LUNA/USD,83.65,84.08,83.27,83.34,1425.054154,118764.01319436
1647601200000,2022-03-18 11:00:00,LUNA/USD,83.16,83.78,83.12,83.65,2015.404053,168588.54903345002
1647597600000,2022-03-18 10:00:00,LUNA/USD,83.04,83.96,83.02,83.16,816.142251,67870.38959316
1647594000000,2022-03-18 09:00:00,LUNA/USD,83.85,83.91,82.6,83.04,1839.809039,152777.74259856
1647590400000,2022-03-18 08:00:00,LUNA/USD,84.31,85.29,83.71,83.85,1808.150532,151613.4221082
1647586800000,2022-03-18 07:00:00,LUNA/USD,85.85,86.06,84.3,84.31,750.958143,63313.281036329994
1647583200000,2022-03-18 06:00:00,LUNA/USD,86.48,86.54,85.52,85.85,285.482411,24508.664984349998
1647579600000,2022-03-18 05:00:00,LUNA/USD,85.88,86.52,85.86,86.48,361.676246,31277.761754080002
1647576000000,2022-03-18 04:00:00,LUNA/USD,85.63,86.14,85.34,85.88,220.507276,18937.16486288
1647572400000,2022-03-18 03:00:00,LUNA/USD,85.18,85.79,85.1,85.63,260.529139,22309.11017257
1647568800000,2022-03-18 02:00:00,LUNA/USD,85.67,85.97,85.12,85.18,1324.383252,112810.96540536001
1647565200000,2022-03-18 01:00:00,LUNA/USD,85.34,86.22,84.3,85.67,8584.496726,735433.8345164199
1647561600000,2022-03-18 00:00:00,LUNA/USD,86.93,86.93,85.11,85.34,6169.38089,526494.9651526001
1647558000000,2022-03-17 23:00:00,LUNA/USD,87.26,87.3,86.62,86.93,309.576929,26911.52243797
1647554400000,2022-03-17 22:00:00,LUNA/USD,87.55,87.63,86.96,87.26,490.42012,42794.059671200004
1647550800000,2022-03-17 21:00:00,LUNA/USD,87.23,87.55,86.49,87.55,1874.119038,164079.1217769
1647547200000,2022-03-17 20:00:00,LUNA/USD,87.8,87.89,87.1,87.23,1645.545789,143540.95917447002
1647543600000,2022-03-17 19:00:00,LUNA/USD,87.62,87.87,87.35,87.8,896.326648,78697.4796944
1647540000000,2022-03-17 18:00:00,LUNA/USD,87.55,87.85,87.15,87.62,2469.392588,216368.17856056002
1647536400000,2022-03-17 17:00:00,LUNA/USD,87.92,87.96,87.25,87.55,2211.576274,193623.5027887
1647532800000,2022-03-17 16:00:00,LUNA/USD,87.75,88.43,87.53,87.92,804.00046,70687.7204432
1647529200000,2022-03-17 15:00:00,LUNA/USD,88.13,88.41,87.75,87.75,781.297917,68558.89221675
1647525600000,2022-03-17 14:00:00,LUNA/USD,89.2,89.44,87.65,88.13,1258.192808,110884.53216904
1647522000000,2022-03-17 13:00:00,LUNA/USD,89.59,89.59,88.73,89.2,1607.891749,143423.94401079998
1647518400000,2022-03-17 12:00:00,LUNA/USD,89.07,90.35,88.93,89.59,1844.78396,165274.1949764
1647514800000,2022-03-17 11:00:00,LUNA/USD,88.92,89.28,88.77,89.07,174.602637,15551.856877589998
1647511200000,2022-03-17 10:00:00,LUNA/USD,89.12,89.17,88.65,88.92,1492.111992,132678.59832864002
1647507600000,2022-03-17 09:00:00,LUNA/USD,88.29,89.53,88.29,89.12,360.824656,32156.693342720002
