Time,Open,High,Low,Last,Change,%Chg,Volume
"05/06/2022 08:00",0.999894,0.9999,0.999693,0.999706,-0.000188,-0.02%,479
"05/06/2022 07:00",0.999786,0.999902,0.999699,0.999894,0.000108,+0.01%,495
"05/06/2022 06:00",0.999792,0.999896,0.999686,0.999786,-6.0E-6,0.00%,489
"05/06/2022 05:00",0.999798,0.999901,0.999698,0.999792,-6.0E-6,0.00%,513
"05/06/2022 04:00",0.999792,0.999903,0.999657,0.999798,6.0E-6,0.00%,584
"05/06/2022 03:00",0.999711,0.999887,0.999697,0.999792,8.1E-5,+0.01%,647
"05/06/2022 02:00",0.999797,0.999894,0.999695,0.999711,-8.6E-5,-0.01%,628
"05/06/2022 01:00",0.999801,0.999801,0.999689,0.999797,-4.0E-6,0.00%,841
"05/06/2022 00:00",0.999799,0.999811,0.999692,0.999801,2.0E-6,0.00%,583
"05/05/2022 23:00",0.999789,0.999811,0.999693,0.999799,0,0.00%,589
"05/05/2022 22:00",0.999809,0.999809,0.999687,0.999799,-1.0E-5,0.00%,596
"05/05/2022 21:00",0.999784,0.999809,0.999692,0.999809,2.5E-5,0.00%,877
"05/05/2022 20:00",0.999801,0.999801,0.999682,0.999784,-1.7E-5,0.00%,678
"05/05/2022 19:00",0.999793,0.999821,0.999701,0.999801,8.0E-6,0.00%,760
"05/05/2022 18:00",0.999717,0.999887,0.99969,0.999793,-1.5E-5,0.00%,571
"05/05/2022 17:00",0.99981,0.999891,0.999704,0.999808,-2.0E-6,0.00%,632
"05/05/2022 16:00",0.999803,0.999898,0.999792,0.99981,7.0E-6,0.00%,426
"05/05/2022 15:00",0.9998,0.999904,0.999704,0.999803,3.0E-6,0.00%,549
"05/05/2022 14:00",0.999807,0.999901,0.9997,0.9998,-7.0E-6,0.00%,491
"05/05/2022 13:00",0.999793,0.999904,0.999695,0.999807,1.3E-5,0.00%,498
"05/05/2022 12:00",0.9999,0.999906,0.9997,0.999794,-1.5E-5,0.00%,608
"05/05/2022 11:00",0.999888,0.999901,0.999777,0.999809,-7.9E-5,-0.01%,537
"05/05/2022 10:00",0.999803,0.999903,0.999699,0.999888,8.5E-5,+0.01%,542
"05/05/2022 09:00",0.999817,0.999909,0.999765,0.999803,-1.0E-6,0.00%,515
"05/05/2022 08:00",0.999915,0.999915,0.99979,0.999804,-2.2E-5,0.00%,870
"05/05/2022 07:00",0.999902,0.999925,0.999807,0.999826,-7.6E-5,-0.01%,622
"05/05/2022 06:00",0.99981,0.999913,0.999806,0.999902,7.7E-5,+0.01%,740
"05/05/2022 05:00",0.999876,0.999929,0.999714,0.999825,-5.1E-5,-0.01%,641
"05/05/2022 04:00",0.999909,0.99991,0.999709,0.999876,-3.3E-5,0.00%,528
"05/05/2022 03:00",0.999901,0.999927,0.999796,0.999909,9.0E-6,0.00%,439
"05/05/2022 02:00",0.999812,0.999916,0.999717,0.9999,8.8E-5,+0.01%,617
"05/05/2022 01:00",0.999902,0.999917,0.999721,0.999812,-0.0001,-0.01%,674
"05/05/2022 00:00",0.999909,0.999927,0.999804,0.999912,3.0E-6,0.00%,612
"05/04/2022 23:00",0.999897,0.999915,0.999799,0.999909,1.2E-5,0.00%,792
"05/04/2022 22:00",0.999892,0.999912,0.999798,0.999897,5.0E-6,0.00%,700
"05/04/2022 21:00",0.999795,0.999913,0.999594,0.999892,9.7E-5,+0.01%,687
"05/04/2022 20:00",0.999791,0.9999,0.999677,0.999795,4.0E-6,0.00%,963
"05/04/2022 19:00",0.99982,0.999826,0.999701,0.999791,-2.9E-5,0.00%,860
"05/04/2022 18:00",0.999726,0.999827,0.99968,0.99982,9.4E-5,+0.01%,802
"05/04/2022 17:00",0.999817,0.999835,0.99969,0.999726,-9.1E-5,-0.01%,844
"05/04/2022 16:00",0.999786,0.999902,0.999711,0.999817,3.1E-5,0.00%,679
"05/04/2022 15:00",0.999806,0.999912,0.999706,0.999786,-2.0E-5,0.00%,611
"05/04/2022 14:00",0.999903,1.000006,0.999795,0.999806,-9.7E-5,-0.01%,534
"05/04/2022 13:00",0.999824,0.999995,0.999711,0.999903,7.9E-5,+0.01%,554
"05/04/2022 12:00",0.999834,0.999922,0.999725,0.999824,-1.0E-5,0.00%,530
"05/04/2022 11:00",0.999833,0.999925,0.999726,0.999834,1.0E-6,0.00%,591
"05/04/2022 10:00",0.999831,0.999928,0.999731,0.999833,2.0E-6,0.00%,604
"05/04/2022 09:00",0.999835,0.999941,0.999741,0.999831,-4.0E-6,0.00%,516
"05/04/2022 08:00",0.999945,1.000039,0.999825,0.999835,-0.00011,-0.01%,489
"05/04/2022 07:00",0.99993,0.999945,0.999812,0.999945,1.5E-5,0.00%,481
"05/04/2022 06:00",0.999832,0.999942,0.999803,0.99993,9.8E-5,+0.01%,698
"05/04/2022 05:00",0.999909,0.999921,0.999799,0.999832,-6.6E-5,-0.01%,530
"05/04/2022 04:00",0.99983,1.000009,0.999623,0.999898,6.8E-5,+0.01%,630
"05/04/2022 03:00",0.999914,0.999922,0.999724,0.99983,-8.4E-5,-0.01%,474
"05/04/2022 02:00",0.999809,0.999914,0.999714,0.999914,0.000105,+0.01%,702
"05/04/2022 01:00",0.999805,0.999821,0.999714,0.999809,4.0E-6,0.00%,835
"05/04/2022 00:00",0.9999,0.999915,0.999711,0.999805,-9.5E-5,-0.01%,530
"05/03/2022 23:00",0.999895,0.999915,0.9998,0.9999,5.0E-6,0.00%,517
"05/03/2022 22:00",0.9999,0.99991,0.999804,0.999895,-5.0E-6,0.00%,513
"05/03/2022 21:00",0.999908,0.999909,0.999797,0.9999,-8.0E-6,0.00%,551
"05/03/2022 20:00",0.999896,0.999912,0.999797,0.999908,1.2E-5,0.00%,586
"05/03/2022 19:00",0.999817,0.999907,0.999797,0.999896,7.9E-5,+0.01%,504
"05/03/2022 18:00",0.999797,0.999916,0.999711,0.999817,2.0E-5,0.00%,550
"05/03/2022 17:00",0.9999,0.999901,0.999711,0.999797,-0.000103,-0.01%,486
"05/03/2022 16:00",0.999885,0.9999,0.999789,0.9999,1.5E-5,0.00%,448
"05/03/2022 15:00",0.9999,0.999907,0.999793,0.999885,-1.5E-5,0.00%,454
"05/03/2022 14:00",0.999899,0.999909,0.999794,0.9999,1.0E-6,0.00%,429
"05/03/2022 13:00",0.999895,0.999912,0.999794,0.999899,4.0E-6,0.00%,380
"05/03/2022 12:00",0.999909,1.000002,0.999801,0.999895,-1.1E-5,0.00%,482
"05/03/2022 11:00",0.999987,1.000003,0.999895,0.999906,-8.1E-5,-0.01%,433
"05/03/2022 10:00",0.999906,1.000004,0.999725,0.999987,8.1E-5,+0.01%,491
"05/03/2022 09:00",0.99991,0.999918,0.999809,0.999906,-4.0E-6,0.00%,572
"05/03/2022 08:00",0.999906,1.000003,0.999807,0.99991,4.0E-6,0.00%,641
"05/03/2022 07:00",0.999902,0.999999,0.999808,0.999906,4.0E-6,0.00%,703
"05/03/2022 06:00",0.999817,0.99991,0.999805,0.999902,8.5E-5,+0.01%,586
"05/03/2022 05:00",0.999903,0.99991,0.999806,0.999817,-8.6E-5,-0.01%,525
"05/03/2022 04:00",0.999907,0.999916,0.999807,0.999903,-4.0E-6,0.00%,647
"05/03/2022 03:00",0.999899,1,0.999804,0.999907,8.0E-6,0.00%,495
"05/03/2022 02:00",0.9998,0.999908,0.9998,0.999899,9.9E-5,+0.01%,592
"05/03/2022 01:00",0.999816,0.999909,0.999708,0.9998,-0.000108,-0.01%,570
"05/03/2022 00:00",0.999905,0.99991,0.999801,0.999908,3.0E-6,0.00%,625
"05/02/2022 23:00",0.999907,0.999917,0.999808,0.999905,-2.0E-6,0.00%,638
"05/02/2022 22:00",0.999914,0.999915,0.999809,0.999907,-7.0E-6,0.00%,666
"05/02/2022 21:00",0.999915,0.99992,0.999811,0.999914,-1.0E-6,0.00%,778
"05/02/2022 20:00",0.999892,0.999922,0.999801,0.999915,0.000114,+0.01%,810
"05/02/2022 19:00",0.999901,0.999915,0.999799,0.999801,-9.3E-5,-0.01%,705
"05/02/2022 18:00",0.999907,0.999909,0.999802,0.999894,-1.3E-5,0.00%,643
"05/02/2022 17:00",0.999908,0.99991,0.999803,0.999907,-1.0E-6,0.00%,634
"05/02/2022 16:00",0.999818,1,0.999805,0.999908,9.0E-5,+0.01%,564
"05/02/2022 15:00",0.999909,1.000008,0.999719,0.999818,-9.1E-5,-0.01%,614
"05/02/2022 14:00",1.000003,1.000008,0.999812,0.999909,-9.4E-5,-0.01%,526
"05/02/2022 13:00",0.99991,1.00001,0.999814,1.000003,9.3E-5,+0.01%,554
"05/02/2022 12:00",0.99992,1.000017,0.999875,0.99991,-1.8E-5,0.00%,450
"05/02/2022 11:00",1.000022,1.000026,0.999915,0.999928,-9.0E-6,0.00%,445
"05/02/2022 10:00",1.000022,1.000031,0.999919,0.999937,-8.5E-5,-0.01%,613
"05/02/2022 09:00",0.999931,1.000032,0.999864,1.000022,9.1E-5,+0.01%,677
"05/02/2022 08:00",1.000012,1.000047,0.999917,0.999931,-8.1E-5,-0.01%,578
"05/02/2022 07:00",1.000031,1.000047,0.999926,1.000012,6.6E-5,+0.01%,522
"05/02/2022 06:00",1.00003,1.00005,0.999929,0.999946,-8.4E-5,-0.01%,538
"05/02/2022 05:00",1.000031,1.000056,0.999933,1.00003,-1.0E-6,0.00%,546
"05/02/2022 04:00",1.000049,1.000143,0.999948,1.000031,-1.8E-5,0.00%,655
"05/02/2022 03:00",0.999993,1.000138,0.999939,1.000049,5.6E-5,+0.01%,639
"05/02/2022 02:00",1.000098,1.000142,0.999933,0.999993,-0.000105,-0.01%,608
"05/02/2022 01:00",1.000053,1.00014,1.000004,1.000098,6.8E-5,+0.01%,602
"05/02/2022 00:00",1.000008,1.000136,1,1.00003,-6.0E-5,-0.01%,616
"05/01/2022 23:00",1.000131,1.000144,1.000008,1.00009,3.9E-5,0.00%,539
"05/01/2022 22:00",1.000023,1.000149,1.000014,1.000051,2.8E-5,0.00%,569
"05/01/2022 21:00",1.00012,1.000155,1.000008,1.000023,-6.8E-5,-0.01%,614
"05/01/2022 20:00",1.000096,1.000129,1.000004,1.000091,-5.0E-6,0.00%,863
"05/01/2022 19:00",1.000026,1.000128,1.000001,1.000096,7.0E-5,+0.01%,761
"05/01/2022 18:00",1.000101,1.000115,0.999991,1.000026,7.0E-6,0.00%,579
"05/01/2022 17:00",1.000006,1.00011,0.999986,1.000019,1.3E-5,0.00%,507
"05/01/2022 16:00",0.999975,1.000105,0.999974,1.000006,3.1E-5,0.00%,519
"05/01/2022 15:00",0.999978,1.000089,0.99992,0.999975,-3.0E-6,0.00%,517
"05/01/2022 14:00",1.000076,1.00009,0.999978,0.999978,-9.8E-5,-0.01%,509
"05/01/2022 13:00",1.000064,1.000088,0.999974,1.000076,1.2E-5,0.00%,571
"05/01/2022 12:00",1.000015,1.000105,0.99989,1.000064,4.9E-5,0.00%,544
"05/01/2022 11:00",1.000101,1.00011,0.99999,1.000015,-8.6E-5,-0.01%,631
"05/01/2022 10:00",1.000087,1.000198,0.999905,1.000101,1.4E-5,0.00%,587
"05/01/2022 09:00",1.000106,1.000253,0.999901,1.000087,-2.0E-5,0.00%,601
"05/01/2022 08:00",1.000108,1.000236,1.000095,1.000107,-1.0E-6,0.00%,622
"05/01/2022 07:00",1.000111,1.000223,1.000097,1.000108,-3.0E-6,0.00%,529
"05/01/2022 06:00",1.000224,1.000226,1.000104,1.000111,-0.000113,-0.01%,421
"05/01/2022 05:00",1.000114,1.000232,0.999995,1.000224,0.000131,+0.01%,489
"05/01/2022 04:00",1.000079,1.000125,0.999992,1.000093,1.4E-5,0.00%,629
"05/01/2022 03:00",1.000203,1.000206,0.999992,1.000079,-0.000124,-0.01%,553
"05/01/2022 02:00",1.000107,1.000203,1.000001,1.000203,9.6E-5,+0.01%,450
"05/01/2022 01:00",1.000115,1.000201,1.000001,1.000107,-8.0E-6,0.00%,526
"05/01/2022 00:00",1.000199,1.000202,1.00009,1.000115,-8.4E-5,-0.01%,401
"04/30/2022 23:00",1.00027,1.000294,1.000098,1.000199,-7.1E-5,-0.01%,730
"04/30/2022 22:00",1.000288,1.000301,1.000177,1.00027,-1.8E-5,0.00%,448
"04/30/2022 21:00",1.000286,1.000293,1.000108,1.000288,2.0E-6,0.00%,427
"04/30/2022 20:00",1.000209,1.000297,1.00015,1.000286,7.7E-5,+0.01%,422
"04/30/2022 19:00",1.000171,1.000302,1.000084,1.000209,2.0E-5,0.00%,458
"04/30/2022 18:00",1.000002,1.000197,0.999998,1.000189,0.000173,+0.02%,512
"04/30/2022 17:00",1.000103,1.000112,0.999981,1.000016,-8.7E-5,-0.01%,575
"04/30/2022 16:00",1.000108,1.000108,0.999998,1.000103,-5.0E-6,0.00%,689
"04/30/2022 15:00",1.000008,1.000108,0.999992,1.000108,0.0001,+0.01%,647
"04/30/2022 14:00",1.000007,1.000119,0.999975,1.000008,1.0E-6,0.00%,540
"04/30/2022 13:00",1.000096,1.000114,0.999993,1.000007,-7.6E-5,-0.01%,596
"04/30/2022 12:00",1.000005,1.000109,0.999993,1.000083,7.8E-5,+0.01%,555
"04/30/2022 11:00",1.000006,1.0001,0.999992,1.000005,-1.0E-6,0.00%,615
"04/30/2022 10:00",1.000096,1.0001,0.999973,1.000006,-7.7E-5,-0.01%,607
"04/30/2022 09:00",1.000013,1.0001,0.999986,1.000083,7.0E-5,+0.01%,593
"04/30/2022 08:00",1.000005,1.000108,0.999994,1.000013,8.0E-6,0.00%,569
"04/30/2022 07:00",1.000096,1.0001,0.999991,1.000005,-9.1E-5,-0.01%,499
"04/30/2022 06:00",1.000003,1.000096,0.999991,1.000096,9.3E-5,+0.01%,548
"04/30/2022 05:00",1.000099,1.000107,0.999992,1.000003,-9.6E-5,-0.01%,487
"04/30/2022 04:00",1.000007,1.0001,0.999992,1.000099,9.2E-5,+0.01%,540
"04/30/2022 03:00",1.000089,1.0001,0.999994,1.000007,1.0E-5,0.00%,472
"04/30/2022 02:00",1.000006,1.000099,0.999993,0.999997,-9.0E-6,0.00%,446
"04/30/2022 01:00",1.000006,1.000099,0.999905,1.000006,0,0.00%,487
"04/30/2022 00:00",0.999994,1.000008,0.999901,1.000006,1.2E-5,0.00%,478
"04/29/2022 23:00",1.000006,1.000006,0.999901,0.999994,-1.2E-5,0.00%,486
"04/29/2022 22:00",0.999916,1.000007,0.9999,1.000006,9.0E-5,+0.01%,430
"04/29/2022 21:00",0.999911,1.000007,0.999899,0.999916,5.0E-6,0.00%,461
"04/29/2022 20:00",1.000003,1.000004,0.999896,0.999911,-8.3E-5,-0.01%,407
"04/29/2022 19:00",0.999912,1.000006,0.999899,0.999994,8.4E-5,+0.01%,371
"04/29/2022 18:00",0.999896,1.000004,0.999895,0.99991,1.4E-5,0.00%,415
"04/29/2022 17:00",0.99999,1.000006,0.999896,0.999896,-9.4E-5,-0.01%,408
"04/29/2022 16:00",0.99999,1.000003,0.999892,0.99999,0,0.00%,421
"04/29/2022 15:00",0.999904,1,0.999797,0.99999,9.6E-5,+0.01%,517
"04/29/2022 14:00",0.999895,0.999997,0.999799,0.999894,-9.5E-5,-0.01%,543
"04/29/2022 13:00",0.999895,1.000003,0.999802,0.999989,9.4E-5,+0.01%,469
"04/29/2022 12:00",0.999993,1.000005,0.999894,0.999895,-9.8E-5,-0.01%,465
"04/29/2022 11:00",1.000007,1.000008,0.999894,0.999993,-1.4E-5,0.00%,491
"04/29/2022 10:00",0.99991,1.000012,0.999896,1.000007,9.7E-5,+0.01%,662
"04/29/2022 09:00",0.999996,1.000009,0.999896,0.99991,-9.3E-5,-0.01%,684
"04/29/2022 08:00",0.999905,1.000101,0.9999,1.000003,9.8E-5,+0.01%,608
"04/29/2022 07:00",0.999996,1.000008,0.999898,0.999905,-9.9E-5,-0.01%,499
"04/29/2022 06:00",1,1.000099,0.999898,1.000004,4.0E-6,0.00%,571
"04/29/2022 05:00",0.999997,1.000098,0.999944,1,3.0E-6,0.00%,645
"04/29/2022 04:00",1.000002,1.000101,0.999899,0.999997,-5.0E-6,0.00%,561
"04/29/2022 03:00",0.999907,1.000007,0.999802,1.000002,9.5E-5,+0.01%,593
"04/29/2022 02:00",1,1.000001,0.999805,0.999907,-9.3E-5,-0.01%,622
"04/29/2022 01:00",1.000001,1.000001,0.999811,1,9.2E-5,+0.01%,438
"04/29/2022 00:00",0.999906,1.000001,0.999714,0.999908,2.0E-6,0.00%,553
"04/28/2022 23:00",0.999809,0.999909,0.999803,0.999906,9.7E-5,+0.01%,648
"04/28/2022 22:00",0.999901,0.999913,0.999803,0.999809,-9.2E-5,-0.01%,602
"04/28/2022 21:00",0.999905,1,0.999789,0.999901,-4.0E-6,0.00%,640
"04/28/2022 20:00",0.999915,1.000011,0.999815,0.999905,-1.0E-5,0.00%,732
"04/28/2022 19:00",1,1.000099,0.999822,0.999915,-8.5E-5,-0.01%,593
"04/28/2022 18:00",1.000007,1.000106,0.999994,1,-7.0E-6,0.00%,785
"04/28/2022 17:00",1.000104,1.000113,0.999978,1.000007,-9.7E-5,-0.01%,530
"04/28/2022 16:00",1.000102,1.000113,1.000001,1.000104,-5.0E-6,0.00%,616
"04/28/2022 15:00",1.000099,1.000112,1,1.000109,1.0E-5,0.00%,553
"04/28/2022 14:00",1.000013,1.000112,0.999995,1.000099,8.6E-5,+0.01%,592
"04/28/2022 13:00",1.000015,1.000127,0.999999,1.000013,-2.0E-6,0.00%,403
"04/28/2022 12:00",1.000009,1.000116,0.999918,1.000015,6.0E-6,0.00%,551
"04/28/2022 11:00",0.999901,1.000108,0.999901,1.000009,1.3E-5,0.00%,620
"04/28/2022 10:00",0.999992,1.000099,0.999894,0.999996,4.0E-6,0.00%,600
"04/28/2022 09:00",0.999995,1.000099,0.999978,0.999992,-3.0E-6,0.00%,553
"04/28/2022 08:00",0.999998,1.000099,0.999988,0.999995,-3.0E-6,0.00%,534
"04/28/2022 07:00",0.999998,1.000099,0.999996,0.999998,0,0.00%,533
"04/28/2022 06:00",1.000003,1.000099,0.999996,0.999998,-5.0E-6,0.00%,572
"04/28/2022 05:00",1.000097,1.0001,0.999996,1.000003,3.0E-6,0.00%,554
"04/28/2022 04:00",1.000099,1.000105,0.999997,1,-9.9E-5,-0.01%,582
"04/28/2022 03:00",1.000099,1.000111,1.000002,1.000099,0,0.00%,592
"04/28/2022 02:00",1.000006,1.000117,1.000001,1.000099,9.3E-5,+0.01%,545
"04/28/2022 01:00",1.00001,1.000121,1.000003,1.000006,-4.0E-6,0.00%,543
"04/28/2022 00:00",1.000098,1.000113,1.000002,1.00001,-8.8E-5,-0.01%,504
"04/27/2022 23:00",1.000103,1.000106,1.000002,1.000098,8.8E-5,+0.01%,589
"04/27/2022 22:00",1.000003,1.000106,0.999979,1.00001,7.0E-6,0.00%,602
"04/27/2022 21:00",1.000002,1.000111,1.000002,1.000003,-9.3E-5,-0.01%,578
"04/27/2022 20:00",1.000013,1.000118,1.000002,1.000096,8.3E-5,+0.01%,709
"04/27/2022 19:00",1.000002,1.000113,0.999908,1.000013,1.1E-5,0.00%,702
"04/27/2022 18:00",1.000007,1.00011,1.000001,1.000002,-5.0E-6,0.00%,624
"04/27/2022 17:00",1.000106,1.000108,1.000006,1.000007,-9.9E-5,-0.01%,547
"04/27/2022 16:00",1.000096,1.000108,0.999998,1.000106,1.0E-5,0.00%,456
"04/27/2022 15:00",1.000004,1.000114,0.999905,1.000096,9.3E-5,+0.01%,534
"04/27/2022 14:00",1.000087,1.000113,0.999898,1.000003,-8.4E-5,-0.01%,652
"04/27/2022 13:00",0.99998,1.000101,0.99998,1.000087,1.5E-5,0.00%,671
"04/27/2022 12:00",1.000087,1.000098,0.99995,1.000072,-1.5E-5,0.00%,695
"04/27/2022 11:00",0.999988,1.000097,0.999859,1.000087,9.9E-5,+0.01%,648
"04/27/2022 10:00",0.999992,1.000102,0.999954,0.999988,-4.0E-6,0.00%,633
"04/27/2022 09:00",1.000104,1.000111,0.999952,0.999992,-0.000108,-0.01%,605
"04/27/2022 08:00",1.000003,1.000111,0.999978,1.0001,9.7E-5,+0.01%,682
"04/27/2022 07:00",0.999994,1.000193,0.999989,1.000003,9.0E-6,0.00%,580
"04/27/2022 06:00",0.999987,1.000109,0.999936,0.999994,-8.5E-5,-0.01%,546
"04/27/2022 05:00",0.999996,1.000109,0.999975,1.000079,8.3E-5,+0.01%,543
"04/27/2022 04:00",1.000001,1.000194,0.999968,0.999996,-5.0E-6,0.00%,641
"04/27/2022 03:00",0.999988,1.000107,0.999891,1.000001,1.8E-5,0.00%,573
"04/27/2022 02:00",1.000007,1.0001,0.999891,0.999983,-2.4E-5,0.00%,562
"04/27/2022 01:00",0.999975,1.00001,0.999883,1.000007,3.2E-5,0.00%,560
"04/27/2022 00:00",0.999997,1.00002,0.999885,0.999975,6.8E-5,+0.01%,473
"04/26/2022 23:00",1.000001,1.000098,0.999885,0.999907,-0.000183,-0.02%,871
"04/26/2022 22:00",0.999985,1.000107,0.999882,1.00009,0.000105,+0.01%,787
"04/26/2022 21:00",1.000099,1.000099,0.999875,0.999985,-0.000114,-0.01%,725
"04/26/2022 20:00",1.000001,1.000099,0.999885,1.000099,9.8E-5,+0.01%,815
"04/26/2022 19:00",0.999987,1.000014,0.999884,1.000001,1.4E-5,0.00%,501
"04/26/2022 18:00",1.000001,1.000015,0.999861,0.999987,-1.4E-5,0.00%,512
"04/26/2022 17:00",0.999899,1.000096,0.999879,1.000001,0.000102,+0.01%,441
"04/26/2022 16:00",1.000002,1.000013,0.999883,0.999899,-0.000103,-0.01%,443
"04/26/2022 15:00",0.999994,1.000096,0.999887,1.000002,8.0E-6,0.00%,525
"04/26/2022 14:00",1.000007,1.000109,0.999984,0.999994,-1.0E-6,0.00%,543
"04/26/2022 13:00",1.000011,1.000117,0.999982,0.999995,-2.2E-5,0.00%,588
"04/26/2022 12:00",1.000116,1.000202,0.999997,1.000017,-9.6E-5,-0.01%,491
"04/26/2022 11:00",1.000004,1.000119,0.999899,1.000113,0.000109,+0.01%,514
"04/26/2022 10:00",0.999906,1.000108,0.999886,1.000004,8.0E-6,0.00%,616
"04/26/2022 09:00",1.000004,1.000106,0.999905,0.999996,-2.3E-5,0.00%,661
"04/26/2022 08:00",1.000115,1.000119,0.99992,1.000019,-9.6E-5,-0.01%,662
"04/26/2022 07:00",1.000121,1.000168,0.999976,1.000115,-6.0E-6,0.00%,635
"04/26/2022 06:00",1.000102,1.000206,1.000003,1.000121,1.9E-5,0.00%,646
"04/26/2022 05:00",1.000096,1.000214,1.000084,1.000102,6.0E-6,0.00%,694
"04/26/2022 04:00",1.000104,1.000209,1.000069,1.000096,3.0E-6,0.00%,608
"04/26/2022 03:00",1.000187,1.000205,0.999992,1.000093,-9.4E-5,-0.01%,622
"04/26/2022 02:00",1.000107,1.0002,0.999987,1.000187,7.0E-5,+0.01%,633
"04/26/2022 01:00",1.00011,1.000119,1.000002,1.000117,7.0E-6,0.00%,622
"04/26/2022 00:00",1.000116,1.000212,1.000004,1.00011,-6.0E-6,0.00%,497
"04/25/2022 23:00",1.00015,1.00021,0.999836,1.000116,-3.4E-5,0.00%,723
"04/25/2022 22:00",1.000112,1.000212,1.000003,1.00015,3.8E-5,0.00%,735
"04/25/2022 21:00",1.000197,1.000208,1.000003,1.000112,-8.5E-5,-0.01%,686
"04/25/2022 20:00",1.000205,1.000216,1.000008,1.000197,-8.0E-6,0.00%,533
"04/25/2022 19:00",1.000035,1.000217,1.000007,1.000205,0.000188,+0.02%,676
"04/25/2022 18:00",1.0001,1.000239,1.000007,1.000017,-8.3E-5,-0.01%,749
"04/25/2022 17:00",1.000201,1.000221,1.000096,1.0001,-0.000101,-0.01%,640
"04/25/2022 16:00",1.000104,1.000238,1.000097,1.000201,9.7E-5,+0.01%,731
"04/25/2022 15:00",1.000116,1.000218,1.000007,1.000104,-1.2E-5,0.00%,570
"04/25/2022 14:00",1.000119,1.000241,1.000101,1.000116,-3.0E-6,0.00%,503
"04/25/2022 13:00",1.000197,1.000292,1.000102,1.000119,-7.8E-5,-0.01%,414
"04/25/2022 12:00",1.00021,1.000215,0.999998,1.000197,-1.3E-5,0.00%,442
"04/25/2022 11:00",1.000128,1.000224,1.000023,1.00021,8.2E-5,+0.01%,487
"04/25/2022 10:00",1.000198,1.000211,1.000025,1.000128,-7.0E-5,-0.01%,512
"04/25/2022 09:00",1.000202,1.000297,1.000087,1.000198,8.0E-6,0.00%,533
"04/25/2022 08:00",1.000087,1.000294,1.00007,1.00019,0.000103,+0.01%,611
"04/25/2022 07:00",1.000191,1.000295,1.000018,1.000087,-0.000104,-0.01%,707
"04/25/2022 06:00",1.000181,1.000301,1.000139,1.000191,1.0E-5,0.00%,440
"04/25/2022 05:00",1.000208,1.000298,1.000103,1.000181,-0.000115,-0.01%,532
